English;Turkish;Phonetic;TurkishPronunciation;SampleEn;SampleTr;CategoryId;Difficulty
entail;gerektirmek;/ɪnˈteɪl/;inteyl;This entails risk.;Bu risk gerektirir.;3;5
explicit (advanced);açık;/ɪkˈsplɪsɪt/;eksplisit;Instructions are explicit.;Talimatlar açık.;3;5
facilitate (advanced);kolaylaştırmak;/fəˈsɪlɪteɪt/;fesılıteyt;Facilitate discussion.;Tartışmayı kolaylaştır.;2;5
fluctuate (advanced);dalgalanmak;/ˈflʌktʃueɪt/;flakçueyt;Values fluctuate.;Değerler değişir.;2;5
formulate (advanced);formüle etmek;/ˈfɔːrmjəleɪt/;formyuleyt;Formulate hypothesis.;Hipotez oluştur.;3;5
hinder (advanced);engellemek;/ˈhɪndər/;hindır;Obstacles hinder progress.;Engeller ilerlemeyi zorlaştırır.;2;5
imply (advanced);ima etmek;/ɪmˈplaɪ/;implay;He implied criticism.;Eleştiri ima etti.;3;5
infer (advanced);çıkarım yapmak;/ɪnˈfɜːr/;inför;Infer conclusions.;Sonuç çıkar.;3;5
inherent;doğasında olan;/ɪnˈhɪrənt/;inherınt;Risk is inherent.;Risk doğasında vardır.;3;5
initiate;başlatmak;/ɪˈnɪʃieɪt/;inişiyeyt;Initiate the process.;Süreci başlat.;2;5
integrate (advanced);bütünleştirmek;/ˈɪntɪɡreɪt/;intigreyt;Integrate systems.;Sistemleri birleştir.;6;5
interpret (advanced);yorumlamak;/ɪnˈtɜːrprət/;intörprıt;Interpret meaning.;Anlamı yorumla.;3;5
justify (advanced);gerekçelendirmek;/ˈdʒʌstɪfaɪ/;castifay;Justify actions.;Eylemi açıkla.;3;5
marginal (advanced);önemsiz;/ˈmɑːrdʒɪnəl/;marcinıl;A marginal improvement.;Küçük gelişme.;3;5
mediate (advanced);arabuluculuk yapmak;/ˈmiːdieɪt/;midiyeyt;Mediate conflict.;Arabuluculuk yap.;7;5
mitigate (advanced);hafifletmek;/ˈmɪtɪɡeɪt/;mitıgeyt;Mitigate risk.;Riski azalt.;5;5
obscure (advanced);belirsiz;/əbˈskjʊr/;obskyur;The meaning is obscure.;Anlam belirsiz.;3;5
offset (advanced);dengelemek;/ˈɔːfset/;ofset;Gains offset losses.;Kazançlar kaybı dengeler.;2;5
perceive (advanced);algılamak;/pərˈsiːv/;pörsiiv;Perceive reality.;Gerçekliği algıla.;3;5
persist (advanced);sürdürmek;/pərˈsɪst/;pörsist;Problems persist.;Sorunlar sürer.;2;5
plausible (advanced);mantıklı;/ˈplɔːzəbəl/;plozıbıl;A plausible explanation.;Mantıklı açıklama.;3;5
presume (advanced);varsaymak;/prɪˈzuːm/;prizuum;I presume success.;Başarıyı varsayıyorum.;3;5
reinforce (advanced);pekiştirmek;/ˌriːɪnˈfɔːrs/;riinforz;Reinforce learning.;Öğrenmeyi pekiştir.;2;5
resolve (advanced);çözmek;/rɪˈzɑːlv/;rizolv;Resolve issues.;Sorunu çöz.;2;5
rigid (advanced);katı;/ˈrɪdʒɪd/;ricid;Rules are rigid.;Kurallar katı.;3;5
subtle (advanced);ince;/ˈsʌtəl/;satıl;A subtle difference.;İnce fark.;3;5
suppress (advanced);bastırmak;/səˈpres/;supres;Suppress emotion.;Duyguyu bastır.;2;5
sustain (advanced);sürdürmek;/səˈsteɪn/;sosteyn;Sustain progress.;İlerlemeyi sürdür.;2;5
tangible (advanced);somut;/ˈtændʒəbəl/;tencıbıl;Tangible results.;Somut sonuçlar.;3;5
trigger (advanced);tetiklemek;/ˈtrɪɡər/;trigır;Trigger reaction.;Tepki başlat.;2;5
validate (advanced);doğrulamak;/ˈvælɪdeɪt/;valıdeyt;Validate data.;Veriyi doğrula.;3;5
withstand (advanced);dayanmak;/wɪðˈstænd/;vithstend;Withstand pressure.;Baskıya dayan.;2;5
abate;azalmak;/əˈbeɪt/;ebeyt;The noise began to abate.;Gürültü azalmaya başladı.;2;5
abdicate;feragat etmek;/ˈæbdɪkeɪt/;abdikeyt;He abdicated his position.;Görevinden feragat etti.;2;5
aberrant;sapkın / anormal;/əˈberənt/;aberınt;His behavior was aberrant.;Davranışı anormaldi.;3;5
abrogate;yürürlükten kaldırmak;/ˈæbrəɡeɪt/;abrıgeyt;The law was abrogated.;Yasa kaldırıldı.;2;5
absolute (conceptual);mutlak;/ˈæbsəluːt/;absıluut;Absolute certainty is rare.;Mutlak kesinlik nadirdir.;3;5
abstract (idea);soyut;/ˈæbstrækt/;ebstrakt;It is an abstract concept.;Bu soyut bir kavramdır.;3;5
abundant (advanced);bol;/əˈbʌndənt/;abandınt;Resources are abundant.;Kaynaklar bol.;1;5
accelerate (process);hızlandırmak;/əkˈseləreɪt/;akselereyt;Growth accelerated.;Büyüme hızlandı.;2;5
accommodate (complex);uyum sağlamak;/əˈkɒmədeɪt/;akomodet;Adapt to accommodate changes.;Değişime uyum sağla.;3;5
accumulate (abstract);birikmek;/əˈkjuːmjəleɪt/;ekyumyuleyt;Evidence accumulates.;Kanıt birikir.;3;5
accuracy;doğruluk;/ˈækjərəsi/;ekyırısı;Accuracy is crucial.;Doğruluk önemli.;3;5
acknowledge (deep);kabul etmek;/əkˈnɑːlɪdʒ/;aknaliç;Acknowledge the issue.;Sorunu kabul et.;7;5
acquire (knowledge);edinmek;/əˈkwaɪər/;akwayır;Acquire knowledge.;Bilgi edin.;3;5
adapt (advanced);uyum sağlamak;/əˈdæpt/;edapt;Adapt strategies.;Strateji uyarlamak.;1;5
adjust (complex);ayarlamak;/əˈdʒʌst/;ecest;Adjust variables.;Değişkenleri ayarla.;2;5
administer (advanced);yönetmek;/ədˈmɪnɪstər/;administır;Administer resources.;Kaynakları yönet.;2;5
advance (conceptual);ilerlemek;/ədˈvæns/;edvans;Science advances rapidly.;Bilim hızlı ilerler.;3;5
adverse (advanced);olumsuz;/ˈædvɜːrs/;edvörs;Adverse conditions emerged.;Olumsuz koşullar ortaya çıktı.;3;5
advocate (verb);savunmak;/ˈædvəkeɪt/;edvokeyt;Advocate equality.;Eşitliği savun.;2;5
aesthetic (deep);estetik;/iːsˈθetɪk/;istetik;Aesthetic value matters.;Estetik değer önemlidir.;7;5
afflict (advanced);zarar vermek;/əˈflɪkt/;afl ikt;The crisis afflicted many.;Kriz birçok kişiyi etkiledi.;5;5
aggravate (advanced);kötüleştirmek;/ˈæɡrəveɪt/;agrıveyt;This aggravates issues.;Bu sorunu kötüleştirir.;5;5
align (conceptual);hizalamak;/əˈlaɪn/;alayn;Align priorities.;Öncelikleri hizala.;2;5
alienate (advanced);yabancılaştırmak;/ˈeɪliəneɪt/;eylieneyt;It alienates users.;Kullanıcıları uzaklaştırır.;7;5
ambiguous ;belirsiz;/æmˈbɪɡjuəs/;ambigyuıs;Statement is ambiguous.;İfade belirsiz.;3;5
amend (advanced);değiştirmek;/əˈmend/;emend;Amend policies.;Politikaları değiştir.;2;5
amplify (conceptual);artırmak;/ˈæmplɪfaɪ/;amplifay;Amplify effects.;Etkiyi artır.;6;5
analytical (deep);analitik;/ˌænəˈlɪtɪkəl/;enelitikıl;Analytical thinking helps.;Analitik düşünme yardımcı olur.;3;5
anticipate ;öngörmek;/ænˈtɪsɪpeɪt/;entisıpeyt;Anticipate consequences.;Sonuçları öngör.;3;5
arbitrary ;keyfi;/ˈɑːrbɪtreri/;arbitreri;Arbitrary rules exist.;Keyfi kurallar var.;3;5
articulate ;ifade etmek;/ɑːrˈtɪkjəleɪt/;artikyuleyt;Articulate clearly.;Net ifade et.;7;5
aspire ;arzulamak;/əˈspaɪər/;aspayır;Aspire to succeed.;Başarıyı hedefle.;7;5
assert ;iddia etmek;/əˈsɜːrt/;asört;Assert your rights.;Haklarını savun.;7;5
assess (critical);değerlendirmek;/əˈses/;eses;Assess critically.;Eleştirel değerlendir.;3;5
assign (advanced);atamak;/əˈsaɪn/;esayn;Assign responsibilities.;Sorumluluk ver.;2;5
assimilate;özümsemek;/əˈsɪməleɪt/;asimilayt;Assimilate knowledge.;Bilgiyi özümse.;3;5
assume (advanced);varsaymak;/əˈsuːm/;asuum;Assume risk.;Risk al.;3;5
assure (deep);garanti etmek;/əˈʃʊr/;aşur;Assure results.;Sonucu garanti et.;2;5
attach (abstract);bağlamak;/əˈtætʃ/;eteç;Attach meaning.;Anlam bağla.;7;5
attain ;elde etmek;/əˈteɪn/;eteyn;Attain excellence.;Mükemmelliğe ulaş.;2;5
attribute ;atfetmek;/əˈtrɪbjuːt/;atribyut;Attribute success.;Başarıyı bağla.;3;5
autonomous (deep);özerk;/ɔːˈtɑːnəməs/;otanomıs;Autonomous system works.;Özerk sistem çalışır.;2;5
avert;önlemek;/əˈvɜːrt/;avert;Avert disaster.;Felaketi önle.;2;5
bolster ;güçlendirmek;/ˈboʊlstər/;boulstır;Bolster confidence.;Güveni artır.;2;5
coincide ;örtüşmek;/ˌkoʊɪnˈsaɪd/;koinsayd;Views coincide.;Görüşler örtüşüyor.;3;5
compelling ;etkileyici;/kəmˈpelɪŋ/;کمپeling;Compelling logic.;Etkileyici mantık.;7;5
comprehensive ;kapsamlı;/ˌkɑːmprɪˈhensɪv/;komprihensiv;Comprehensive analysis.;Kapsamlı analiz.;3;5
conceive ;tasarlamak;/kənˈsiːv/;konsiiv;Conceive theory.;Teori kur.;3;5
confer ;sağlamak;/kənˈfɜːr/;کنför;Confer benefits.;Fayda sağla.;2;5
contradict ;çelişmek;/ˌkɑːntrəˈdɪkt/;kontradikt;Contradict claims.;İddiaları çürüt.;3;5
controversial ;tartışmalı;/ˌkɑːntrəˈvɜːrʃəl/;kantrıvörşıl;Controversial issue.;Tartışmalı konu.;7;5
convey ;iletmek;/kənˈveɪ/;konvey;Convey meaning.;Anlam ilet.;7;5
crucial ;hayati;/ˈkruːʃəl/;kruuşıl;Crucial factor.;Kritik faktör.;3;5
deduce ;çıkarım yapmak;/dɪˈduːs/;diduus;Deduce logically.;Mantıksal çıkarım yap.;3;5
decipher;çözmek;/dɪˈsaɪfər/;disayfır;Decipher text.;Metni çöz.;3;5
depict ;tasvir etmek;/dɪˈpɪkt/;dipikt;Depict reality.;Gerçeği anlat.;3;5
deter;caydırmak;/dɪˈtɜːr/;ditör;Deter crime.;Suçu önle.;2;5
differentiate;ayırmak;/ˌdɪfəˈrenʃieɪt/;difırensiyeyt;Differentiate ideas.;Fikirleri ayır.;3;5
discern;fark etmek;/dɪˈsɜːrn/;disörn;Discern truth.;Gerçeği fark et.;3;5
distort ;çarpıtmak;/dɪˈstɔːrt/;distort;Distort facts.;Gerçeği çarpıt.;3;5
elaborate ;detaylandırmak;/ɪˈlæbəreɪt/;ileboreyt;Elaborate argument.;Argümanı detaylandır.;3;5
empirical ;deneysel;/ɪmˈpɪrɪkəl/;empirıkıl;Empirical data needed.;Deneysel veri gerekir.;3;5
entail ;desteklemek;/ɪnˈdɔːrs/;indors;Endorse policy.;Politikayı destekle.;3;5
explicit ;açık;/ɪkˈsplɪsɪt/;eksplisit;Explicit instruction.;Açık talimat.;3;5
facilitate ;kolaylaştırmak;/fəˈsɪlɪteɪt/;fesılıteyt;Facilitate discussion.;Tartışmayı kolaylaştır.;2;5
formulate ;formüle etmek;/ˈfɔːrmjəleɪt/;formyuleyt;Formulate ideas.;Fikir oluştur.;3;5
inherent;doğasında olan;/ɪnˈhɪrənt/;inherınt;Risk is inherent.;Risk doğaldır.;3;5
initiate;başlatmak;/ɪˈnɪʃieɪt/;inişiyeyt;Initiate process.;Süreci başlat.;2;5
integrate ;bütünleştirmek;/ˈɪntɪɡreɪt/;intigreyt;Integrate systems.;Sistemleri birleştir.;6;5
interpret ;yorumlamak;/ɪnˈtɜːrprət/;intörprıt;Interpret meaning.;Anlamı yorumla.;3;5
mitigate ;hafifletmek;/ˈmɪtɪɡeɪt/;mitıgeyt;Mitigate risks.;Riskleri azalt.;5;5
obscure ;belirsiz;/əbˈskjʊr/;obskyur;Obscure meaning.;Belirsiz anlam.;3;5
offset ;dengelemek;/ˈɔːfset/;ofset;Offset loss.;Zararı dengele.;2;5
persist ;sürmek;/pərˈsɪst/;pörsist;Issues persist.;Sorunlar sürer.;2;5
plausible ;makul;/ˈplɔːzəbəl/;plozıbıl;Plausible idea.;Mantıklı fikir.;3;5
reinforce ;güçlendirmek;/ˌriːɪnˈfɔːrs/;riinforz;Reinforce concept.;Kavramı güçlendir.;2;5
rigid ;katı;/ˈrɪdʒɪd/;ricid;Rigid system.;Katı sistem.;3;5
subtle ;ince;/ˈsʌtəl/;satıl;Subtle difference.;İnce fark.;3;5
suppress ;bastırmak;/səˈpres/;supres;Suppress reaction.;Tepkiyi bastır.;2;5
sustain ;sürdürmek;/səˈsteɪn/;sosteyn;Sustain effort.;Çabayı sürdür.;2;5
tangible ;somut;/ˈtændʒəbəl/;tencıbıl;Tangible results.;Somut sonuçlar.;3;5
validate ;doğrulamak;/ˈvælɪdeɪt/;valıdeyt;Validate theory.;Teoriyi doğrula.;3;5
withstand ;dayanmak;/wɪðˈstænd/;vithstend;Withstand pressure.;Baskıya dayan.;2;5
abstemious;ölçülü (yemede/içmede);/əbˈstiːmiəs/;abstimiyıs;He is abstemious in diet.;Beslenmede ölçülüdür.;5;5
abstruse;anlaşılması zor;/əbˈstruːs/;abstruus;The theory is abstruse.;Teori anlaşılması zor.;3;5
accost;laf atmak / yaklaşmak;/əˈkɒst/;akost;He was accosted in the street.;Sokakta durduruldu.;7;5
acquiesce;boyun eğmek;/ˌækwiˈes/;اكويyes;She acquiesced quietly.;Sessizce kabul etti.;7;5
acrimonious;sert / acı;/ˌækrɪˈmoʊniəs/;akrimonyıs;The debate was acrimonious.;Tartışma sertti.;7;5
adulation;aşırı övgü;/ˌædjuˈleɪʃən/;eculasyon;He disliked adulation.;Aşırı övgüyü sevmezdi.;7;5
aestheticism;estetikçilik;/iːsˈθetɪsɪzəm/;istetisizm;Aestheticism influenced art.;Estetikçilik sanatı etkiledi.;7;5
affable;cana yakın;/ˈæfəbəl/;efıbıl;He is affable and kind.;Cana yakın biridir.;7;5
affinity;yakınlık;/əˈfɪnɪti/;afinıti;She feels affinity to music.;Müziğe yakınlık hissediyor.;7;5
agnostic;bilinemezci;/æɡˈnɒstɪk/;agnostik;He is agnostic about religion.;Din konusunda agnostik.;3;5
altruistic;özgeci;/ˌæltruˈɪstɪk/;altruyistik;She is altruistic.;Özgecidir.;7;5
ambivalent;kararsız;/æmˈbɪvələnt/;ambivılınt;He felt ambivalent.;Kararsız hissetti.;7;5
anachronism;zamansızlık hatası;/əˈnækrənɪzəm/;anakronizm;The film had anachronisms.;Filmde zaman hataları vardı.;3;5
anomaly;anormallik;/əˈnɒməli/;anomali;This is an anomaly.;Bu bir anormallik.;3;5
antagonistic;düşmanca;/ænˌtæɡəˈnɪstɪk/;antagonistik;His tone was antagonistic.;Tavrı düşmancaydı.;7;5
apathy;ilgisizlik;/ˈæpəθi/;apati;Voter apathy increased.;Seçmen ilgisizliği arttı.;7;5
appease;yatıştırmak;/əˈpiːz/;apiiz;They appeased the crowd.;Kalabalığı yatıştırdılar.;7;5
apprehend;yakalamak / anlamak;/ˌæprɪˈhend/;eprihend;He couldn't apprehend the idea.;Fikri anlayamadı.;3;5
arbitrary (legal);keyfi;/ˈɑːrbɪtreri/;arbitreri;The decision was arbitrary.;Karar keyfiydi.;2;5
ardent;tutkulu;/ˈɑːrdənt/;ardınt;He is an ardent supporter.;Tutkulu destekçidir.;7;5
assiduous;çalışkan;/əˈsɪdʒuəs/;asicyuıs;She is assiduous in study.;Derslerinde çok çalışkandır.;2;5
austere;sade / sert;/ɔːˈstɪr/;ostir;The room was austere.;Oda sadeydi.;7;5
aversion;tiksinti;/əˈvɜːrʒən/;avörjın;He has aversion to noise.;Gürültüden hoşlanmaz.;7;5
benevolent;yardımsever;/bəˈnevələnt/;benevılınt;A benevolent leader.;Yardımsever lider.;7;5
benign;zararsız;/bɪˈnaɪn/;binayn;The tumor is benign.;Tümör zararsız.;5;5
brevity;kısalık;/ˈbrevɪti/;breviti;Brevity is important.;Kısa olmak önemlidir.;3;5
candidacy;adaylık;/ˈkændɪdəsi/;kendidısı;He announced candidacy.;Adaylığını açıkladı.;2;5
capricious;değişken;/kəˈprɪʃəs/;kaprişıs;Weather is capricious.;Hava değişkendir.;7;5
catharsis;duygusal arınma;/kəˈθɑːrsɪs/;katarzis;The play gave catharsis.;Oyun arınma sağladı.;7;5
chronology;kronoloji;/krəˈnɒlədʒi/;kronoloci;Study chronology.;Kronolojiyi incele.;3;5
circumstantial;dolaylı;/ˌsɜːrkəmˈstænʃəl/;sörkımstenşıl;Circumstantial evidence exists.;Dolaylı kanıt var.;3;5
cognition;biliş;/kɒɡˈnɪʃən/;kognisyon;Cognition affects learning.;Biliş öğrenmeyi etkiler.;3;5
coherent (logic);mantıklı;/koʊˈhɪrənt/;kohirınt;A coherent argument.;Mantıklı argüman.;3;5
cohesion;uyum;/koʊˈhiːʒən/;kohijın;Group cohesion matters.;Grup uyumu önemlidir.;3;5
complacent;rehavete kapılmış;/kəmˈpleɪsənt/;kompleysınt;Don't be complacent.;Rehavete kapılma.;7;5
condescending;küçümseyici;/ˌkɒndɪˈsendɪŋ/;kondisending;He was condescending.;Küçümseyiciydi.;7;5
connotation;çağrışım;/ˌkɒnəˈteɪʃən/;konoteyşın;Words have connotations.;Kelimelerin çağrışımı vardır.;3;5
conscientious;vicdanlı;/ˌkɒnʃiˈenʃəs/;konşienshıs;She is conscientious.;Vicdanlıdır.;2;5
consensus;uzlaşma;/kənˈsensəs/;konsensıs;They reached consensus.;Uzlaşmaya vardılar.;7;5
contingency;olasılık / ihtimal;/kənˈtɪndʒənsi/;kontinjen si;Plan for contingency.;Olasılığa göre plan yap.;3;5
contradictive;çelişkili;/ˌkɒntrəˈdɪktɪv/;kontradiktiv;Statements are contradictive.;İfadeler çelişkili.;3;5
correlation;ilişki;/ˌkɔːrəˈleɪʃən/;korıleyşın;Correlation exists.;İlişki var.;3;5
credence;inanç;/ˈkriːdəns/;kridıns;Give credence to data.;Veriye inan.;7;5
cumulative;birikimli;/ˈkjuːmjələtɪv/;kyumilativ;Effects are cumulative.;Etkiler birikimlidir.;3;5
debatable;tartışılabilir;/dɪˈbeɪtəbəl/;dibeytıbıl;The topic is debatable.;Konu tartışılabilir.;3;5
decipherable;çözülebilir;/dɪˈsaɪfərəbl/;disayfırıbıl;The code is decipherable.;Kod çözülebilir.;3;5
deference;saygı;/ˈdefərəns/;deferıns;Show deference.;Saygı göster.;7;5
delineate;tanımlamak;/dɪˈlɪnieɪt/;diliniyeyt;Delineate boundaries.;Sınırları çiz.;3;5
demography;demografi;/dɪˈmɒɡrəfi/;dimogrefi;Study demography.;Demografiyi incele.;4;5
denounce;kınamak;/dɪˈnaʊns/;dinauns;He denounced corruption.;Yolsuzluğu kınadı.;7;5
deplore;üzülmek;/dɪˈplɔːr/;diplor;They deplore injustice.;Adaletsizliğe üzülüyorlar.;7;5
derivative;türev;/dɪˈrɪvətɪv/;dirivativ;This is derivative work.;Bu türev çalışmadır.;3;5
desolate;ıssız;/ˈdesələt/;desolıt;The place is desolate.;Yer ıssız.;5;5
deterred;caydırılmış;/dɪˈtɜːrd/;ditörd;He was deterred.;Caydırıldı.;2;5
dichotomy;ikilik;/daɪˈkɒtəmi/;daykotomi;A false dichotomy.;Yanlış ikilik.;3;5
discretion;takdir yetkisi;/dɪˈskreʃən/;diskreşın;Use discretion.;Takdir kullan.;7;5
disparity;eşitsizlik;/dɪˈspærəti/;disparıti;Income disparity grows.;Gelir eşitsizliği artıyor.;7;5
disposition;eğilim;/ˌdɪspəˈzɪʃən/;dispızı şın;His disposition is calm.;Yapısı sakindir.;7;5
divergence;ayrışma;/daɪˈvɜːrdʒəns/;dayvörcıns;Divergence appears.;Ayrışma var.;3;5
dogmatic;dogmatik;/dɒɡˈmætɪk/;dogmatik;Avoid dogmatic thinking.;Dogmatik düşünmeden kaçın.;7;5
elusive;zor yakalanan;/ɪˈluːsɪv/;ilusiv;Success is elusive.;Başarı zor elde edilir.;3;5
empirical (science);deneysel;/ɪmˈpɪrɪkəl/;empirıkıl;Empirical research matters.;Deneysel araştırma önemli.;3;5
enigmatic;gizemli;/ˌenɪɡˈmætɪk/;enigmatik;He is enigmatic.;Gizemlidir.;3;5
ephemeral;geçici;/ɪˈfemərəl/;ifemerıl;Fame is ephemeral.;Şöhret geçicidir.;3;5
equilibrium;denge;/ˌiːkwɪˈlɪbriəm/;ikvilibrium;Maintain equilibrium.;Dengeyi koru.;3;5
equivocal;belirsiz;/ɪˈkwɪvəkəl/;ikvivokıl;His answer was equivocal.;Cevabı belirsizdi.;3;5
erroneous;hatalı;/ɪˈroʊniəs/;ironius;That was erroneous.;Bu hatalıydı.;3;5
explicit (formal);açık;/ɪkˈsplɪsɪt/;eksplisit;Be explicit.;Açık ol.;3;5
feasible (formal);uygulanabilir;/ˈfiːzəbəl/;fiizıbıl;The plan is feasible.;Plan uygulanabilir.;2;5
fluctuating;değişken;/ˈflʌktʃueɪtɪŋ/;flakçueyting;A fluctuating market.;Dalgalı piyasa.;2;5
formidable;korkutucu;/ˈfɔːrmɪdəbəl/;formidıbıl;A formidable opponent.;Güçlü rakip.;7;5
futile;boşuna;/ˈfjuːtaɪl/;fyutayl;Effort was futile.;Çaba boşa gitti.;3;5
generic;genel;/dʒəˈnerɪk/;jenerik;A generic term.;Genel terim.;3;5
hypothetical;varsayımsal;/ˌhaɪpəˈθetɪkəl/;haypotetikıl;A hypothetical case.;Varsayımsal durum.;3;5
impartial;tarafsız;/ɪmˈpɑːrʃəl/;imparşıl;Be impartial.;Tarafsız ol.;7;5
implicit;örtük;/ɪmˈplɪsɪt/;implisit;Implicit meaning exists.;Gizli anlam var.;3;5
inevitable (formal);kaçınılmaz;/ɪnˈevɪtəbəl/;inevıtıbıl;Change is inevitable.;Değişim kaçınılmaz.;3;5
inherent (formal);doğasında olan;/ɪnˈhɪrənt/;inherınt;Risk is inherent.;Risk doğaldır.;3;5
inhibit;engellemek;/ɪnˈhɪbɪt/;inhibıt;Fear inhibits action.;Korku eylemi engeller.;2;5
integral;ayrılmaz;/ˈɪntɪɡrəl/;intigrıl;It is integral.;Bu ayrılmazdır.;3;5
intricate;karmaşık;/ˈɪntrɪkət/;intrikıt;An intricate design.;Karmaşık tasarım.;3;5
intuitive;sezgisel;/ɪnˈtuːɪtɪv/;intuitiv;Intuitive thinking helps.;Sezgisel düşünme yardımcıdır.;3;5
justify (formal);gerekçelendirmek;/ˈdʒʌstɪfaɪ/;castifay;Justify claims.;İddiaları açıkla.;3;5
legitimate;meşru;/lɪˈdʒɪtɪmət/;licitımıt;A legitimate reason.;Geçerli sebep.;2;5
manipulate (formal);manipüle etmek;/məˈnɪpjəleɪt/;menipyuleyt;Manipulate data.;Veriyi manipüle et.;7;5
negligible;önemsiz;/ˈneɡlɪdʒəbəl/;neglıcibıl;Impact is negligible.;Etki önemsiz.;3;5
objective (neutral);tarafsız;/əbˈdʒektɪv/;objecktiv;Stay objective.;Tarafsız kal.;3;5
obsolete;modası geçmiş;/ˈɑːbsəliːt/;obsoliit;Technology became obsolete.;Teknoloji eskidi.;2;5
paradoxical;paradoksal;/ˌpærəˈdɒksɪkəl/;paradoksikıl;A paradoxical idea.;Paradoksal fikir.;3;5
perceive (formal);algılamak;/pərˈsiːv/;pörsiiv;Perceive truth.;Gerçeği algıla.;3;5
abjure;vazgeçmek (yeminle);/əbˈdʒʊr/;abcur;He abjured his beliefs.;İnançlarından vazgeçti.;7;5
abrasive;sert / aşındırıcı;/əˈbreɪsɪv/;abreysiv;His tone was abrasive.;Tonu sertti.;7;5
absolve;aklamak;/əbˈzɒlv/;abzolv;He was absolved of blame.;Suçtan aklandı.;7;5
abstruse (deep);çok karmaşık;/əbˈstruːs/;abstruus;The text is abstruse.;Metin çok karmaşık.;3;5
accentuate;vurgulamak;/ækˈsentʃueɪt/;aksentçueyt;Accentuation matters.;Vurgu önemlidir.;3;5
acquit;beraat ettirmek;/əˈkwɪt/;ekvit;He was acquitted.;Beraat etti.;2;5
adamancy;kararlılık;/ˈædəmənsi/;edımınsi;Her adamancy impressed.;Kararlılığı etkiledi.;7;5
adroit;becerikli;/əˈdrɔɪt/;adroyt;He is adroit at negotiation.;Müzakerede ustadır.;2;5
aesthetic (philosophical);estetiksel;/iːsˈθetɪk/;istetik;Aesthetic value matters.;Estetik değer önemlidir.;7;5
affluence;refah;/ˈæfluəns/;efluıns;He lives in affluence.;Refah içinde yaşıyor.;2;5
agitate;kışkırtmak;/ˈædʒɪteɪt/;eciteyt;He agitated the crowd.;Kalabalığı kışkırttı.;7;5
allude;ima etmek;/əˈluːd/;aluud;He alluded to a problem.;Bir soruna değindi.;3;5
ambiguity (formal);belirsizlik;/ˌæmbɪˈɡjuːəti/;ambigyuıti;Avoid ambiguity.;Belirsizlikten kaçın.;3;5
ameliorate;iyileştirmek;/əˈmiːliəreɪt/;emiliyıreyt;Measures ameliorate conditions.;Önlemler durumu iyileştirir.;2;5
anarchy;anarşi;/ˈænərki/;anerki;Society fell into anarchy.;Toplum anarşiye düştü.;7;5
anecdotal;anekdotsal;/ˌænɪkˈdoʊtəl/;anikdotıl;Anecdotal evidence exists.;Anekdotsal kanıt var.;3;5
anomalous;anormal;/əˈnɒmələs/;anomılıs;Results are anomalous.;Sonuçlar anormal.;3;5
antagonize;kızdırmak;/ænˈtæɡənaɪz/;antagonayz;He antagonized them.;Onları kızdırdı.;7;5
antiquated;eski moda;/ˈæntɪkweɪtɪd/;entikveytid;The system is antiquated.;Sistem eski.;2;5
apathetic;ilgisiz;/ˌæpəˈθetɪk/;apıthetik;He seemed apathetic.;İlgisiz görünüyordu.;7;5
appeasement;yatıştırma;/əˈpiːzmənt/;apiizmınt;Appeasement failed.;Yatıştırma başarısız oldu.;7;5
arbitrary (critical);keyfi;/ˈɑːrbɪtreri/;arbitreri;The choice was arbitrary.;Seçim keyfiydi.;3;5
arcane;gizli / anlaşılmaz;/ɑːrˈkeɪn/;arkeyn;The topic is arcane.;Konu anlaşılmaz.;3;5
articulate (precise);net ifade etmek;/ɑːrˈtɪkjəleɪt/;artikyuleyt;Articulate clearly.;Net ifade et.;7;5
asperity;sertlik;/əˈsperəti/;asperıti;His asperity shocked us.;Sertliği şaşırttı.;7;5
assuage;yatıştırmak;/əˈsweɪdʒ/;əsveyc;Assuage fears.;Korkuları yatıştır.;5;5
austere (strict);sert / sade;/ɔːˈstɪr/;ostir;An austere regime.;Sert yönetim.;7;5
avarice;açgözlülük;/ˈævərɪs/;everis;Avarice destroys trust.;Açgözlülük güveni yok eder.;7;5
axiomatic;apaçık;/ˌæksiəˈmætɪk/;aksiyomatik;It is axiomatic.;Bu apaçık.;3;5
banal;sıradan;/bəˈnɑːl/;banal;A banal idea.;Sıradan fikir.;3;5
belligerent;saldırgan;/bəˈlɪdʒərənt/;belicırınt;A belligerent attitude.;Saldırgan tavır.;7;5
benevolence;iyilikseverlik;/bəˈnevələns/;benevılıns;Benevolence matters.;İyilikseverlik önemlidir.;7;5
brevity (formal);kısalık;/ˈbrevɪti/;breviti;Brevity helps clarity.;Kısalık açıklık sağlar.;3;5
brusque;kaba;/brʌsk/;brask;His tone was brusque.;Tavrı kabaydı.;7;5
candor;dürüstlük;/ˈkændər/;kendır;He spoke with candor.;Açık konuştu.;7;5
capitulate;teslim olmak;/kəˈpɪtʃəleɪt/;kapitçuleyt;They capitulated.;Teslim oldular.;2;5
causal;nedensel;/ˈkɔːzəl/;kozıl;A causal relationship.;Nedensel ilişki.;3;5
censure;kınamak;/ˈsenʃər/;senşır;He was censured.;Kınandı.;7;5
coherence;tutarlılık;/koʊˈhɪrəns/;kohirıns;Coherence is key.;Tutarlılık önemli.;3;5
